amount,hour,velocity,location_risk,category_risk,fraud
32.61771957576247,15,1,2.5969812942546007,0.5769476191812066,0
3.7240993627832486,20,3,0.681478714917057,1.8664077975579998,0
2.6887670368048906,17,0,0.47045200326333503,0.01728886982141864,0
21.593930842414185,7,0,0.5126890446364468,0.5585646569344286,0
230.0600655697662,14,3,1.738612284095384,0.05289057645793749,0
26.41409874413363,14,3,1.1701411954915344,2.383289854865092,0
8.237995077833649,17,3,1.4085066968230022,1.457142139822841,0
32.26988145217898,11,0,2.488509822120855,2.79633455635674,0
1.3961481211462656,9,1,1.690296015028637,2.9691833512622754,0
10.651451592998201,8,3,1.1221905521552165,1.255551669795293,0
48.466182165997715,15,0,2.793447658811459,0.8290904387645283,0
111.30276056242614,14,0,0.24275823652703798,0.09325143216748799,0
28.646269754555604,14,3,1.9594379642834157,1.5985746068701618,0
0.9138090203248618,8,0,1.0958188261059214,2.3049301237107693,0
28.349245633047143,18,3,1.7114566630715502,0.9534018566357627,0
20.976564723377955,8,3,2.1463888057322693,1.3874674939521192,0
0.901780141597453,11,1,2.063413000898794,0.07869179330638065,0
27.656293405821806,16,1,2.939070310173114,0.06027258763288812,0
26.90590132204877,21,0,2.7615518035416287,2.391118022593587,0
144.7780801560416,20,3,2.216530527763579,0.5095496270758892,0
15.645027388824333,12,4,2.8252594137347535,2.4969837599382116,0
15.345029413501967,6,1,2.5568480977882393,1.3725412090142801,0
104.96624056457118,9,3,1.1913690768153575,2.0714107264005728,0
11.877846781181493,6,2,1.8656236829460013,2.639379705715416,0
95.14706015039228,1,7,9.979419222278995,9.050266511547385,1
38.403921720604494,22,2,1.5882118900701807,2.0127503521604746,0
6.731182095832186,17,2,0.9269371608150296,0.4906247592646701,0
6.169019611998802,7,2,0.03563097222459877,1.3149811226371777,0
621.7928840880605,4,10,6.98241542049661,9.616679029785818,1
2.3255730871740488,17,0,0.19297258358714842,2.5104134751091283,0
91.56732559190152,17,2,0.8497604153158381,1.7034386275518862,0
74.89772516717935,9,6,0.2823945007101317,1.1991297476132639,0
28.338486573690435,3,5,8.714115407503943,6.566094536566148,1
37.288329676116746,2,9,6.798004736019868,7.4219475018607355,1
80.85765789807736,13,0,1.3154012416944563,0.3883712457793297,0
130.4436979782388,21,0,2.9810119407596543,1.051601616061057,0
19.892194104343908,16,4,2.0374123914714435,2.091864053748526,0
9.749281834062135,8,0,1.6503201902074918,2.7247948888798854,0
247.51269696813833,4,7,6.029350041423459,7.6093208302663164,1
